Disney_Period,Text,Speaker_Status,Movie,Speaker,Year,UTTERANCE_NUMBER
MID,"(continuing, irritated) ...and there's nothing you can do about it. so why worry? ",PRINCE,The Lion King ,simba,1994,724
MID,because it's your responsibility! ,PRINCESS,The Lion King ,nala,1994,725
MID,"well, what about you? you left. ",PRINCE,The Lion King ,simba,1994,726
MID,i left to find help! and i found you. don't you understand? you're our only hope. ,PRINCESS,The Lion King ,nala,1994,727
MID,sorry. ,PRINCE,The Lion King ,simba,1994,728
MID,what's happened to you? you're not the simba i remember. ,PRINCESS,The Lion King ,nala,1994,729
MID,you're right. i'm not. now are you satisfied? ,PRINCE,The Lion King ,simba,1994,730
MID,"no, just disappointed. ",PRINCESS,The Lion King ,nala,1994,731
MID,"you know, you're starting to sound like my father. ",PRINCE,The Lion King ,simba,1994,732
MID,good. at least one of us does. ,PRINCESS,The Lion King ,nala,1994,733
MID,"listen, you think you can just show up and tell me how to live my life? you don't even know what i've been through! ",PRINCE,The Lion King ,simba,1994,734
MID,i would if you would just tell me! ,PRINCESS,The Lion King ,nala,1994,735
MID,forget it! ,PRINCE,The Lion King ,simba,1994,736
MID,fine! ,PRINCESS,The Lion King ,nala,1994,737
MID,"she's wrong. i can't go back. what would it prove, anyway? it won't change anything. you can't change the past. ",PRINCE,The Lion King ,simba,1994,738
MID,you said you'd always be there for me! but you're not. and it's because of me. it's my fault. it's my fault. ,PRINCE,The Lion King ,simba,1994,739
MID,"asanta sana, squash banana, you're a baboon and i'm not! ",NON-P,The Lion King ,rafiki,1994,740
MID,"come on, will you cut it out? ",PRINCE,The Lion King ,simba,1994,741
MID,rafiki: can't cut it out. it'll grow right back! ,PRINCE,The Lion King ,simba,1994,742
MID,creepy little monkey. will you stop following me? who are you? ,PRINCE,The Lion King ,simba,1994,743
MID,the question is: whooo... are you? ,NON-P,The Lion King ,rafiki,1994,744
MID,i thought i knew. now i'm not so sure. ,PRINCE,The Lion King ,simba,1994,745
MID,"well, i know who you are. shh. come here. it's a secret. asante sana! squash banana! we we nugu! mi mi apana! ",NON-P,The Lion King ,rafiki,1994,746
MID,"enough already. what's that supposed to mean, anyway? ",PRINCE,The Lion King ,simba,1994,747
MID,it means you are a baboon and i'm not. ,NON-P,The Lion King ,rafiki,1994,748
MID,i think... you're a little confused. ,PRINCE,The Lion King ,simba,1994,749
MID,wrong. i'm not the one who's confused; you don't even know who you are. ,NON-P,The Lion King ,rafiki,1994,750
MID,"oh, and i suppose you know? ",PRINCE,The Lion King ,simba,1994,751
MID,sure do; you're mufasa's boy. ... bye! ,NON-P,The Lion King ,rafiki,1994,752
MID,"hey, wait! ",PRINCE,The Lion King ,simba,1994,753
MID,you knew my father? ,PRINCE,The Lion King ,simba,1994,754
MID,correctioni know your father. ,NON-P,The Lion King ,rafiki,1994,755
MID,"i hate to tell you this, but... he died. a long time ago. ",PRINCE,The Lion King ,simba,1994,756
MID,"nope. wrong again! ha ha hah! he's alive! and i'll show him to you. you follow old rafiki, he knows the way. come on! ",NON-P,The Lion King ,rafiki,1994,757
MID,don't dawdle. hurry up! ,NON-P,The Lion King ,rafiki,1994,758
MID,"hey, whoa. wait, wait. ",PRINCE,The Lion King ,simba,1994,759
MID,"come on, come on. ",NON-P,The Lion King ,rafiki,1994,760
MID,would you slow down? ,PRINCE,The Lion King ,simba,1994,761
MID,stop! ,NON-P,The Lion King ,rafiki,1994,762
MID,look down there. ,NON-P,The Lion King ,rafiki,1994,763
MID,that's not my father. that's just my reflection. ,PRINCE,The Lion King ,simba,1994,764
MID,noo. look harder. ,NON-P,The Lion King ,rafiki,1994,765
MID,"you see, he lives in you. ",NON-P,The Lion King ,rafiki,1994,766
MID,simba . . . ,NON-P,The Lion King ,mufasa,1994,767
MID,father? ,PRINCE,The Lion King ,simba,1994,768
MID,"simba, you have forgotten me. ",NON-P,The Lion King ,mufasa,1994,769
MID,no. how could i? ,PRINCE,The Lion King ,simba,1994,770
MID,"you have forgotten who you are, and so have forgotten me. look inside yourself, simba. you are more than what you have become. you must take your place in the circle of life. ",NON-P,The Lion King ,mufasa,1994,771
MID,how can i go back? i'm not who i used to be. ,PRINCE,The Lion King ,simba,1994,772
MID,"remember who you are. you are my son, and the one true king. ",NON-P,The Lion King ,mufasa,1994,773
MID,remember who you are. ,NON-P,The Lion King ,mufasa,1994,774
MID,no. please! don't leave me. ,PRINCE,The Lion King ,simba,1994,775
MID,remember... ,NON-P,The Lion King ,mufasa,1994,776
MID,father! ,PRINCE,The Lion King ,simba,1994,777
MID,remember... ,NON-P,The Lion King ,mufasa,1994,778
MID,don't leave me. ,PRINCE,The Lion King ,simba,1994,779
MID,remember . . . ,NON-P,The Lion King ,mufasa,1994,780
MID,what was that? ,NON-P,The Lion King ,rafiki,1994,781
MID,the weatherpbbbah! very peculiar. don't you think? ,NON-P,The Lion King ,rafiki,1994,782
MID,yeah. looks like the winds are changing. ,PRINCE,The Lion King ,simba,1994,783
MID,ahhh. change is good. ,NON-P,The Lion King ,rafiki,1994,784
MID,"yeah, but it's not easy. i know what i have to do. but, going back means i'll have to face my past. i've been running from it for so long. ",PRINCE,The Lion King ,simba,1994,785
MID,oww! jeezwhat was that for? ,PRINCE,The Lion King ,simba,1994,786
MID,it doesn't matter; it's in the past! ,NON-P,The Lion King ,rafiki,1994,787
MID,"yeah, but it still hurts. ",PRINCE,The Lion King ,simba,1994,788
MID,"oh yes, the past can hurt. but the way i see it, you can either run from it, or... learn from it. ",NON-P,The Lion King ,rafiki,1994,789
MID,"hah, you see! so what are you going to do? ",NON-P,The Lion King ,rafiki,1994,790
MID,"first, i'm gonna take your stick. ",PRINCE,The Lion King ,simba,1994,791
MID,"no, no, no, no! not the stick! ",NON-P,The Lion King ,rafiki,1994,792
MID,"hey, where are you going? ",NON-P,The Lion King ,rafiki,1994,793
MID,i'm going back! ,PRINCE,The Lion King ,simba,1994,794
MID,good! go on! get out of here! ,NON-P,The Lion King ,rafiki,1994,795
MID,busa le lizwe ,NON-P,The Lion King ,background singer,1994,796
MID,busa le lizwe ,NON-P,The Lion King ,background singer,1994,797
MID,busa le lizwe ,NON-P,The Lion King ,background singer,1994,798
MID,busa lomhlaba ,NON-P,The Lion King ,background singer,1994,799
MID,sabusa le lizwe ,NON-P,The Lion King ,background singer,1994,800
MID,sabusa le lizwe ,NON-P,The Lion King ,background singer,1994,801
MID,sabusa le lizwe ,NON-P,The Lion King ,background singer,1994,802
MID,busa lomhlaba ,NON-P,The Lion King ,background singer,1994,803
MID,"hey. hey, wake up. ",PRINCESS,The Lion King ,nala,1994,804
MID,"it's ok. whoa, whoa. it's ok. it's me. ",PRINCESS,The Lion King ,nala,1994,805
MID,"don't ever do that again! carnivores, oy! ",NON-P,The Lion King ,timon,1994,806
MID,have you guys seen simba? ,PRINCESS,The Lion King ,nala,1994,807
MID,i thought he was with you. ,NON-P,The Lion King ,timon,1994,808
MID,"he was, but now i can't find him. where is he? ",PRINCESS,The Lion King ,nala,1994,809
MID,"ho, ho, ho, ho. you won't find him here. ha ha. the king... has returned. ",NON-P,The Lion King ,rafiki,1994,810
MID,i can't believe it. ,PRINCESS,The Lion King ,nala,1994,811
MID,gone back? what do you mean. ,NON-P,The Lion King ,timon,1994,812
MID,hey! what's goin' on here? who's the monkey? ,NON-P,The Lion King ,timon,1994,813
MID,simba's gone to challenge scar. ,PRINCESS,The Lion King ,nala,1994,814
MID,who? ,NON-P,The Lion King ,timon,1994,815
MID,scar. ,PRINCESS,The Lion King ,nala,1994,816
MID,who's got a scar? ,NON-P,The Lion King ,pumbaa,1994,817
MID,"no, no, no. it's his uncle. ",PRINCESS,The Lion King ,nala,1994,818
MID,the monkey's his uncle? ,NON-P,The Lion King ,timon,1994,819
MID,no! simba's gone back to challenge his uncle to take his place as king. ,PRINCESS,The Lion King ,nala,1994,820
MID,ohhh. ,NON-P,The Lion King ,timon and pumbaa,1994,821
MID,"simba, wait up! ",PRINCESS,The Lion King ,nala,1994,822
MID,"...it's awful, isn't it? ",PRINCESS,The Lion King ,nala,1994,823
MID,i didn't want to believe you. ,PRINCE,The Lion King ,simba,1994,824
MID,what made you come back? ,PRINCESS,The Lion King ,nala,1994,825
MID,"i finally got some sense knocked into me. and i've got the bump to prove it. besides, this is my kingdom. if i don't fight for it, who will? ",PRINCE,The Lion King ,simba,1994,826
MID,i will. ,PRINCESS,The Lion King ,nala,1994,827
MID,it's gonna be dangerous. ,PRINCE,The Lion King ,simba,1994,828
MID,danger? ha! i laugh in the face of danger. ha ha ha ha. ,PRINCESS,The Lion King ,nala,1994,829
MID,i see nothing funny about this. ,NON-P,The Lion King ,timon,1994,830
MID,timon? pumbaa? what are you doing here? ,PRINCE,The Lion King ,simba,1994,831
MID,"at your service, my liege. ",NON-P,The Lion King ,pumbaa,1994,832
MID,uh. we're going to fight your uncle... for this? ,NON-P,The Lion King ,timon,1994,833
MID,"yes, timon; this is my home. ",PRINCE,The Lion King ,simba,1994,834
MID,"ffh. talk about your fixerupper. well, simba, if it's important to you, ",NON-P,The Lion King ,timon,1994,835
MID,we're with you to the end. ,NON-P,The Lion King ,timon,1994,836
MID,hyenas. i hate hyenas. ,NON-P,The Lion King ,timon,1994,837
MID,so what's your plan for gettin' past those guys? ,NON-P,The Lion King ,timon,1994,838
MID,live bait. ,PRINCE,The Lion King ,simba,1994,839
MID,good idea. ,NON-P,The Lion King ,timon,1994,840
MID,heeey. ,NON-P,The Lion King ,timon,1994,841
MID,"come on, timonyou guys have to create a diversion. ",PRINCE,The Lion King ,simba,1994,842
MID,what do you want me to do? dress in drag and do the hula? ,NON-P,The Lion King ,timon,1994,843
MID,luau! if you're hungry for a hunk of fat and juicy meat eat my buddy pumbaa here because he is a treat come on down and dine on this tasty swine all you have to do is get in line ,NON-P,The Lion King ,timon,1994,844
MID,"aaaare you achin' (yup, yup, yup) foooor some bacon? (yup, yup, yup) heeee's a big pig (yup, yup) you could be a big pig too. oy! ",NON-P,The Lion King ,timon,1994,845
MID,"nala, you find my mother and rally the lionesses. ",PRINCE,The Lion King ,simba,1994,846
MID,i'll look for scar. ,PRINCE,The Lion King ,simba,1994,847
MID,sarabi! ,NON-P,The Lion King ,scar,1994,848
MID,"yes, scar? ",NON-P,The Lion King ,sarabi,1994,849
MID,where is your hunting party? they're not doing their job. ,NON-P,The Lion King ,scar,1994,850
MID,"scar, there is no food. the herds have moved on. ",NON-P,The Lion King ,sarabi,1994,851
MID,no. you're just not looking hard enough. ,NON-P,The Lion King ,scar,1994,852
MID,it's over. there is nothing left. we have only one choice. we must leave pride rock. ,NON-P,The Lion King ,sarabi,1994,853
MID,we're not going anywhere. ,NON-P,The Lion King ,scar,1994,854
MID,then you have sentenced us to death. ,NON-P,The Lion King ,sarabi,1994,855
MID,then so be it. ,NON-P,The Lion King ,scar,1994,856
MID,you can't do that. ,NON-P,The Lion King ,sarabi,1994,857
MID,i'm the king. i can do whatever i want. ,NON-P,The Lion King ,scar,1994,858
MID,if you were half the king mufasa was you would nev ,NON-P,The Lion King ,sarabi,1994,859
MID,i'm ten times the king mufasa was! ,NON-P,The Lion King ,scar,1994,860
MID,mufasa? no. you're dead. ,NON-P,The Lion King ,scar,1994,861
MID,mufasa? ,NON-P,The Lion King ,sarabi,1994,862
MID,no. it's me. ,PRINCE,The Lion King ,simba,1994,863
MID,simba? you're alive? ,NON-P,The Lion King ,sarabi,1994,864
MID,it doesn't matter; i'm home. ,PRINCE,The Lion King ,simba,1994,865
MID,simba...? ,NON-P,The Lion King ,scar,1994,866
MID,give me one good reason why i shouldn't rip you apart. ,PRINCE,The Lion King ,simba,1994,867
MID,"oh, simba, you must understand. the pressures of ruling a kingdom... ",NON-P,The Lion King ,scar,1994,868
MID,"...are no longer yours. step down, scar. ",PRINCE,The Lion King ,simba,1994,869
MID,"oh, oh, ye well, i would, heh, naturally, heh however, there is one little problem. you see them? ",NON-P,The Lion King ,scar,1994,870
MID,they think i'm king. ,NON-P,The Lion King ,scar,1994,871
MID,"well, we don't. simba is the rightful king. ",PRINCESS,The Lion King ,nala,1994,872
MID,"the choice is yours, scar. either step down or fight. ",PRINCE,The Lion King ,simba,1994,873
MID,"oh, must it all end in violence? i'd hate to be responsible for the death of a family member. wouldn't you agree, simba? ",NON-P,The Lion King ,scar,1994,874
MID,"that's not gonna work, scar. i've put it behind me. ",PRINCE,The Lion King ,simba,1994,875
MID,"eh, but what about your faithful subjects? have they put it behind them? ",NON-P,The Lion King ,scar,1994,876
MID,"simba, what is he talking about? ",PRINCESS,The Lion King ,nala,1994,877
MID,"ahh, so you haven't told them your little secret. well, simba, now's your chance to tell them. tell them who is responsible for mufasa's death! ",NON-P,The Lion King ,scar,1994,878
MID,i am. ,PRINCE,The Lion King ,simba,1994,879
MID,it's not true. tell me it's not true. ,NON-P,The Lion King ,sarabi,1994,880
MID,it's true. ,PRINCE,The Lion King ,simba,1994,881
MID,you see! he admits it! murderer! ,NON-P,The Lion King ,scar,1994,882
MID,no. it was an accident. ,PRINCE,The Lion King ,simba,1994,883
MID,"if it weren't for you, mufasa would still be alive. it's your fault he's dead; do you deny it? ",NON-P,The Lion King ,scar,1994,884
MID,no. ,PRINCE,The Lion King ,simba,1994,885
MID,then... you're... guilty. ,NON-P,The Lion King ,scar,1994,886
MID,no. i'm not a murderer. ,PRINCE,The Lion King ,simba,1994,887
MID,"oh, simba, you're in trouble again. but this time, daddy isn't here to save you. and now everyone.. knows... why! ",NON-P,The Lion King ,scar,1994,888
MID,simba! ,PRINCESS,The Lion King ,nala,1994,889
MID,"now this looks familiar. hmm. where have i seen this before? let me think. hmmm... hmmm. oh yes, i remember. this is just the way your father looked before he died. ",NON-P,The Lion King ,scar,1994,890
MID,and here's my little secret,NON-P,The Lion King ,scar,1994,891
MID,nooooooooo! ...murderer! ,PRINCE,The Lion King ,simba,1994,892
MID,"no, simba, please. ",NON-P,The Lion King ,scar,1994,893
MID,tell them the truth. ,PRINCE,The Lion King ,simba,1994,894
MID,truth? but truth is in the eye of the behold llgkkk! ,NON-P,The Lion King ,scar,1994,895
MID,all right. all right. ,NON-P,The Lion King ,scar,1994,896
MID,i did it. ,NON-P,The Lion King ,scar,1994,897
MID,so they can hear you. ,PRINCE,The Lion King ,simba,1994,898
MID,i killed mufasa! ,NON-P,The Lion King ,scar,1994,899
MID,heeeyyyyyaaaaah! ,NON-P,The Lion King ,pumbaa,1994,900
MID,'scuse me. pardon me. comin' through. hot stuff. whoo! ,NON-P,The Lion King ,timon,1994,901
MID,wwwa! hozah! hazoww! yaa! yah! hhyeeoowww! ,NON-P,The Lion King ,rafiki,1994,902
MID,let me out! let me out! ,NON-P,The Lion King ,zazu,1994,903
MID,let me in! let me in! ,NON-P,The Lion King ,timon,1994,904
MID,...plehehease don't eat me. ,NON-P,The Lion King ,timon,1994,905
MID,problem? ,NON-P,The Lion King ,pumbaa,1994,906
MID,"hey, who's the pig? ",NON-P,The Lion King ,banzai,1994,907
MID,are you talking to me? ,NON-P,The Lion King ,pumbaa,1994,908
MID,uh oh. they called him a pig. ,NON-P,The Lion King ,timon,1994,909
MID,are you talking to me?! ,NON-P,The Lion King ,pumbaa,1994,910
MID,shouldn't 'a done that. ,NON-P,The Lion King ,timon,1994,911
MID,are you talking to me?!? ,NON-P,The Lion King ,pumbaa,1994,912
MID,now they're in for it. ,NON-P,The Lion King ,timon,1994,913
MID,they call me... miiister pig! aaaaahhh... ,NON-P,The Lion King ,pumbaa,1994,914
MID,take that! and that! ,NON-P,The Lion King ,timon,1994,915
MID,ow ow ow ow ow ow ow ... ,NON-P,The Lion King ,banzai,1994,916
MID,take that! and that! ,NON-P,The Lion King ,pumbaa,1994,917
MID,you yellow belly... ,NON-P,The Lion King ,pumbaa,1994,918
MID,"take that, you stupid... ",NON-P,The Lion King ,zazu,1994,919
MID,murderer. ,PRINCE,The Lion King ,simba,1994,920
MID,"simba, simba. please. please have mercy. i beg you. ",NON-P,The Lion King ,scar,1994,921
MID,you don't deserve to live. ,PRINCE,The Lion King ,simba,1994,922
MID,"but, simba, i am... ah... ",NON-P,The Lion King ,scar,1994,923
MID,family. it's the hyenas ,NON-P,The Lion King ,scar,1994,924
MID,why should i believe you? everything you ever told me was a lie. ,PRINCE,The Lion King ,simba,1994,925
MID,what are you going to do? you wouldn't kill your own uncle...? ,NON-P,The Lion King ,scar,1994,926
MID,"no, scar. i'm not like you. ",PRINCE,The Lion King ,simba,1994,927
MID,"oh, simba, thank you. you are truly noble. i'll make it up to you, i promise. how can i, ah, prove myself to you? tell me; i mean, anything. ",NON-P,The Lion King ,scar,1994,928
MID,"run. run away, scar. and never return. ",PRINCE,The Lion King ,simba,1994,929
MID,yes. of course. as you wish... ,NON-P,The Lion King ,scar,1994,930
MID,...your majesty! ,NON-P,The Lion King ,scar,1994,931
MID,"ahh, my friends. ",NON-P,The Lion King ,scar,1994,932
MID,friehehends? i thought he said we were the enemy! ,NON-P,The Lion King ,shenzi,1994,933
MID,"yeah, that's what i heard. ",NON-P,The Lion King ,banzai,1994,934
MID,ed? ,NON-P,The Lion King ,banzai and shenzi,1994,935
MID,"no. llllelelelelet me explain. no. you don't understand. no! i didn't mean for... no, no! look, i m sorry i called you... no! noo! ",NON-P,The Lion King ,scar,1994,936
MID,it is time. ,NON-P,The Lion King ,rafiki,1994,937
MID,remember . . . ,NON-P,The Lion King ,mufasa,1994,938
MID,busa le lizwe ,NON-P,The Lion King ,background singer,1994,939
MID,busa le lizwe ,NON-P,The Lion King ,background singer,1994,940
MID,busa le lizwe ,NON-P,The Lion King ,background singer,1994,941
MID,busbusa ngo xolo ,NON-P,The Lion King ,background singer,1994,942
MID,sefile baba titabo maye babo busa lomhlaba ,NON-P,The Lion King ,male singer,1994,943
MID,he! sefile busa simba! busa simba! ,NON-P,The Lion King ,male singer,1994,944
MID,ubuse ngo xolo ,NON-P,The Lion King ,male singer,1994,945
MID,ubuse ngo thando ,NON-P,The Lion King ,male singer,1994,946
MID,ubuse ngo xolo ,NON-P,The Lion King ,male singer,1994,947
MID,ubuse ngo thando ,NON-P,The Lion King ,male singer,1994,948
MID,ubuse ngo xolo ,NON-P,The Lion King ,male singer,1994,949
MID,ingonyama nengw' enamabala ingonyama nengw' enamabala ,NON-P,The Lion King ,background singer,1994,950
MID,(ngw' enamabalawa) ,NON-P,The Lion King ,male singer,1994,951
MID,till we find our place on the path unwinding in the circle the circle of life circle of... liiife ,NON-P,The Lion King ,full chorus,1994,952
MID,"in sixteen hundred seven we sail the open sea for glory, god and gold and the virginia company for the new world is like heaven and we'll all be rich and free or so we have been told by the virginia company so we have been told by the virginia company for glory, god and gold and the virginia company ",NON-P,Pocahontas ,english chorus,1995,1
MID,ready to hoist the cannon? ,NON-P,Pocahontas ,englishman,1995,2
MID,aye! ,NON-P,Pocahontas ,englishman,1995,3
MID,"hey, look! is that smith? ",NON-P,Pocahontas ,lon,1995,4
MID,"that's him, all right, the old sea dog. ",NON-P,Pocahontas ,ben,1995,5
MID,captain john smith! i've heard some amazing stories about him. ,NON-P,Pocahontas ,thomas,1995,6
MID,"are you coming on this voyage, too? ",NON-P,Pocahontas ,lon,1995,7
MID,"‘course he is, you halfwit. you can't fight indians without john smith. ",NON-P,Pocahontas ,ben,1995,8
MID,that's right. i'm not about to let you boys have all the fun. ,PRINCE,Pocahontas ,john smith,1995,9
MID,"on the beaches of virginny there's diamonds like debris there's silver rivers flow and gold you pick right off a tree with a nugget for my winnie and another one for me and all the rest'll go to the virginia company it's glory, god and gold and the virginia company ",NON-P,Pocahontas ,english chorus ,1995,10
MID,full anchor release! ,NON-P,Pocahontas ,englishman ,1995,11
MID,"come on, lads, come on! ",NON-P,Pocahontas ,englishman ,1995,12
MID,"give me a hand, someone! ",NON-P,Pocahontas ,englishman ,1995,13
MID,watch out! ,NON-P,Pocahontas ,englishman ,1995,14
MID,faster! she's taking up more water! ,NON-P,Pocahontas ,englishman ,1995,15
MID,look out! ,NON-P,Pocahontas ,englishman ,1995,16
MID,john! get down here! the cannons are breaking loose! ,NON-P,Pocahontas ,thomas ,1995,17
MID,reef the topsails! ,PRINCE,Pocahontas ,john smith,1995,18
MID,"aye, sir! ",NON-P,Pocahontas ,englishman,1995,19
MID,"steady on the course. it's all right, thomas. we'll get her tied off. ",PRINCE,Pocahontas ,john smith,1995,20
MID,"say your prayers, lad! ",NON-P,Pocahontas ,englishman ,1995,21
MID,look out! ,NON-P,Pocahontas ,englishman,1995,22
MID,oh no! ,NON-P,Pocahontas ,englishman,1995,23
MID,"thomas, watch out! ",PRINCE,Pocahontas ,john smith,1995,24
MID,help! englishmanin crow's nest man overboard! ,NON-P,Pocahontas ,thomas,1995,25
MID,help! ,NON-P,Pocahontas ,thomas,1995,26
MID,stay your course. he's lost. ,NON-P,Pocahontas ,ben ,1995,27
MID,help! ,NON-P,Pocahontas ,thomas,1995,28
MID,pull the pin! ,PRINCE,Pocahontas ,john smith,1995,29
MID,"aye, sir! ",NON-P,Pocahontas ,englishman ,1995,30
MID,smith! smith! are you crazy? ,NON-P,Pocahontas ,ben ,1995,31
MID,"hang on, thomas. i've got you. ",PRINCE,Pocahontas ,john smith,1995,32
MID,"quick, the rope! ",NON-P,Pocahontas ,lon ,1995,33
MID,"heave! come on, lads, pull! pull! pull! put your back into it! ",NON-P,Pocahontas ,ben ,1995,34
MID,pull! pull! ,NON-P,Pocahontas ,englishman ,1995,35
MID,hang on! ,NON-P,Pocahontas ,lon ,1995,36
MID,yeah! ,NON-P,Pocahontas ,englishman ,1995,37
MID,"there, me lucky lad. ",NON-P,Pocahontas ,ben ,1995,38
MID,"well, that was refreshing. ",PRINCE,Pocahontas ,john smith,1995,39
MID,"well done, smith. ",NON-P,Pocahontas ,lon ,1995,40
MID,of course. you'd all do the same for me. ,PRINCE,Pocahontas ,john smith,1995,41
MID,"oh, sure, sure, of course we would. ",NON-P,Pocahontas ,ben ,1995,42
MID,"yes yes, yes. we would. ",NON-P,Pocahontas ,lon ,1995,43
MID,absolutely. ,NON-P,Pocahontas ,ben ,1995,44
MID,trouble on deck? ,NON-P,Pocahontas ,ratcliffe  ,1995,45
MID,governor ratcliffe! ,NON-P,Pocahontas ,thomas ,1995,46
MID,"thomasfell overboard, sir. ",PRINCE,Pocahontas ,john smith,1995,47
MID,"thank heavens he's been successfully retrieved. well done, smith. ",NON-P,Pocahontas ,ratcliffe  ,1995,48
MID,"thank you, sir. ",PRINCE,Pocahontas ,john smith,1995,49
MID,"don't lose heart, men. it won't be long before we reach the new world, and remember what awaits us there, freedom— ",NON-P,Pocahontas ,ratcliffe  ,1995,50
MID,prosperity— ,NON-P,Pocahontas ,ratcliffe  ,1995,51
MID,"the adventure of our lives. you are the finest crew england has to offer and nothing, not wind nor rain nor a thousand bloodthirsty savages shall stand in our way. carry on men! ",NON-P,Pocahontas ,ratcliffe  ,1995,52
MID,a stirring oration sir. i'm sure the men were most exhilarated. ,NON-P,Pocahontas ,wiggins ,1995,53
MID,"let us hope so. i'll need those witless peasants to dig up my gold, won't i? ",NON-P,Pocahontas ,ratcliffe  ,1995,54
MID,"this new world's going to be great, john. i'm going to get a pile of gold, build me a big house and if any indian tries to stop me, i'll blast him. ",NON-P,Pocahontas ,thomas ,1995,55
MID,"you just worry about that fortune of yours, thomas. leave the savages to me. ",PRINCE,Pocahontas ,john smith,1995,56
MID,you think they'll give us much trouble? ,NON-P,Pocahontas ,lon ,1995,57
MID,not as much trouble as smith'll give them! ,NON-P,Pocahontas ,ben ,1995,58
MID,we'll kill ourselves an injun ,NON-P,Pocahontas ,englishmen  ,1995,59
MID,or maybe two or three ,PRINCE,Pocahontas ,john smith,1995,60
MID,we're stalwart men and bold of the virginia company ,NON-P,Pocahontas ,englishmen & john smith,1995,61
MID,what do you suppose the new world will look like? ,NON-P,Pocahontas ,thomas ,1995,62
MID,"like all the others, i suppose. i've seen hundreds of new worlds, thomas. what could possibly be different about this one? ",PRINCE,Pocahontas ,john smith,1995,63
MID,"it's glory, god and gold and the virginia company ",NON-P,Pocahontas ,englishmen  ,1995,64
MID,kama wingapo powhatan. ,NON-P,Pocahontas ,kekata ,1995,65
MID,"aymanaycho, kekata. it's good to be home. cheskchamay! the massawomecks are defeated! with the help of our brothers, our villages are safe again! native americans ",NON-P,Pocahontas ,powhatan ,1995,66
MID,your return has brought much joy to the village. look at all the smiling faces. ,NON-P,Pocahontas ,kekata ,1995,67
MID,"yes, but there is one smiling face i don't see. where is my daughter? ",NON-P,Pocahontas ,powhatan ,1995,68
MID,you know pocahontas. she has her mother's spirit. she goes wherever the wind takes her. ,NON-P,Pocahontas ,kekata ,1995,69
MID,pocahontas! your father's back! come down here! ,NON-P,Pocahontas ,nakoma ,1995,70
MID,"he's back, flit! come on, meeko. ",PRINCESS,Pocahontas ,pocahontas,1995,71
MID,"no, not that. . . way. ",NON-P,Pocahontas ,nakoma ,1995,72
MID,"showoff. pocahontas? pocahontas? are you all right? well, you better be all right because i'm not coming in after you. . .! ",NON-P,Pocahontas ,nakoma ,1995,73
MID,don't you think we're getting a little old for these games? ,NON-P,Pocahontas ,nakoma ,1995,74
MID,help me turn this thing over. ,PRINCESS,Pocahontas ,pocahontas,1995,75
MID,what were you doing up there? ,NON-P,Pocahontas ,nakoma ,1995,76
MID,thinking. meeko! ,PRINCESS,Pocahontas ,pocahontas,1995,77
MID,"about the dream again? oh, have you figured it out yet? ",NON-P,Pocahontas ,nakoma ,1995,78
MID,"i know it means something, i just don't know what. ",PRINCESS,Pocahontas ,pocahontas,1995,79
MID,you should ask your father about it. ,NON-P,Pocahontas ,nakoma ,1995,80
MID,"maybe i should. come on, flit. quit playing around, we have to get back. ",PRINCESS,Pocahontas ,pocahontas,1995,81
MID,". . .faced a determined enemy. the battle lasted from the rising of the sun until the evening shadows fell. our warriors fought with courage, but none as bravely as kocoum. he attacked with the fierce strength of the bear. he has proven himself to be the greatest. . . ",NON-P,Pocahontas ,powhatan ,1995,82
MID,"oh, he's so handsome. powhatan",NON-P,Pocahontas ,nakoma ,1995,83
MID,. . . and the finest. . . ,NON-P,Pocahontas ,nakoma ,1995,84
MID,i especially love his smile. ,PRINCESS,Pocahontas ,pocahontas,1995,85
MID,. . . destroying every enemy in his path. tonight we will feast in his honour. native americans ,NON-P,Pocahontas ,powhatan ,1995,86
MID,my daughter. ,NON-P,Pocahontas ,powhatan ,1995,87
MID,"wingapo, father. ",PRINCESS,Pocahontas ,pocahontas,1995,88
MID,seeing you gives me great joy. ,NON-P,Pocahontas ,powhatan ,1995,89
MID,i am so glad you've come home safely. ,PRINCESS,Pocahontas ,pocahontas,1995,90
MID,"come with me, we have much to talk about. i want to hear everything you've been doing. ",NON-P,Pocahontas ,powhatan ,1995,91
MID,"father, for many nights now i've been having a very strange dream. i think it's telling me something's about to happen, something exciting. ",PRINCESS,Pocahontas ,pocahontas,1995,92
MID,"yes, something exciting is about to happen. ",NON-P,Pocahontas ,powhatan ,1995,93
MID,"really, what is it? ",PRINCESS,Pocahontas ,pocahontas,1995,94
MID,kocoumhas asked to seek your hand in marriage. ,NON-P,Pocahontas ,powhatan ,1995,95
MID,marry kocoum? ,PRINCESS,Pocahontas ,pocahontas,1995,96
MID,i told him it would make my heart soar. ,NON-P,Pocahontas ,powhatan ,1995,97
MID,but he's so. . . serious. ,PRINCESS,Pocahontas ,pocahontas,1995,98
MID,"my daughter, kocoumwill make a fine husband. he is loyal and strong and will build you a good house with sturdy walls. with him you will be safe from harm. ",NON-P,Pocahontas ,powhatan ,1995,99
MID,"father, i think my dream is pointing me down another path. ",PRINCESS,Pocahontas ,pocahontas,1995,100
MID,this is the right path for you. ,NON-P,Pocahontas ,powhatan ,1995,101
MID,but why can't i choose— ,PRINCESS,Pocahontas ,pocahontas,1995,102
